Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.1.223-192.168.1.233-22-45946-6,192.168.1.233,45946,192.168.1.223,22,6,01/08/2025 01:59:12 PM,214889,2,36,0.0,37.0,0.0,0.0,0.0,0.0,37.0,0.0,1.027777777777778,6.166666666666668,172.18191717584426,176.83548250492117,5807.810810810811,13690.802096537163,51732.0,0.0,101043.0,101043.0,0.0,101043.0,101043.0,214889.0,6139.685714285717,14223.283206173784,51732.0,0.0,0,0,0,0,64,880,9.307130658153744,167.5283518467674,0.0,37.0,0.948717948717949,5.924741690788225,35.10256410256411,0,1,0,0,0,0,0,0,18.0,0.9736842105263158,0.0,1.0277777777777777,0,0,0,0,0,0,2,0,36,37,-1,0,0,0,0,0,0,0,0,0,0,0,Benign
192.168.1.223-192.168.1.233-22-46328-6,192.168.1.233,46328,192.168.1.223,22,6,01/08/2025 01:59:13 PM,232492,1,34,0.0,37.0,0.0,0.0,0.0,0.0,37.0,0.0,1.088235294117647,6.345447650272828,159.14526091220344,150.54281437640864,6837.999999999998,13423.223886799757,60225.0,0.0,0.0,0.0,0.0,0.0,0.0,232492.0,7045.21212121212,13586.26965855045,60299.0,0.0,0,0,0,0,32,888,4.30122326789739,146.24159110851124,0.0,37.0,1.027777777777778,6.166666666666668,38.02777777777779,0,1,0,0,0,0,0,0,34.0,1.0571428571428572,0.0,1.088235294117647,0,0,0,0,0,0,1,0,34,37,-1,0,0,0,0,0,0,0,0,0,0,0,Benign
192.168.1.223-192.168.1.233-22-52042-6,192.168.1.233,52042,192.168.1.223,22,6,01/08/2025 01:59:42 PM,278967,2,28,0.0,37.0,0.0,0.0,0.0,0.0,37.0,0.0,1.3214285714285712,6.992342750670704,132.63217513182562,107.539601458237,9619.551724137931,21130.66820251384,83662.0,0.0,117694.0,117694.0,0.0,117694.0,117694.0,278967.0,10332.111111111111,21772.279961408465,83662.0,0.0,0,0,0,0,64,732,7.1693067638824655,100.37029469435451,0.0,37.0,1.1935483870967742,6.645396174990671,44.16129032258064,0,1,0,0,0,0,0,0,14.0,1.2333333333333334,0.0,1.3214285714285714,0,0,0,0,0,0,2,0,28,37,-1,0,0,0,0,0,0,0,0,0,0,0,Benign
192.168.1.223-192.168.1.233-22-52652-6,192.168.1.233,52652,192.168.1.223,22,6,01/08/2025 02:01:53 PM,234735,2,24,0.0,37.0,0.0,0.0,0.0,0.0,37.0,0.0,1.5416666666666663,7.552593373581466,157.6245553496496,110.76320105651054,9389.399999999998,19517.21436749278,73371.0,0.0,133972.0,133972.0,0.0,133972.0,133972.0,234735.0,10205.869565217392,20187.479507007552,73475.0,0.0,0,0,0,0,64,616,8.520246235116195,102.24295482139432,0.0,37.0,1.37037037037037,7.120653320005385,50.7037037037037,0,1,0,0,0,0,0,0,12.0,1.4230769230769231,0.0,1.5416666666666667,0,0,0,0,0,0,2,0,24,37,-1,0,0,0,0,0,0,0,0,0,0,0,Benign
192.168.1.223-192.168.1.233-22-38502-6,192.168.1.233,38502,192.168.1.223,22,6,01/08/2025 02:00:52 PM,363978,1,40,0.0,71.0,0.0,0.0,0.0,0.0,37.0,0.0,1.775,7.842970067976767,195.0667348026529,112.64417080153196,9099.449999999995,19346.94878871945,100599.0,0.0,0.0,0.0,0.0,0.0,0.0,363978.0,9332.769230769229,19550.388668180563,100599.0,0.0,0,0,0,0,32,1080,2.7474188000373645,109.8967520014946,0.0,37.0,1.690476190476191,7.658848207483482,58.65795586527295,0,1,0,0,0,0,0,0,40.0,1.7317073170731707,0.0,1.775,0,0,0,0,0,0,1,0,40,71,-1,0,0,0,0,0,0,0,0,0,0,0,Benign
192.168.1.223-192.168.1.233-22-53410-6,192.168.1.233,53410,192.168.1.223,22,6,01/08/2025 01:59:47 PM,228030,2,23,0.0,73.0,0.0,0.0,0.0,0.0,37.0,0.0,3.173913043478261,10.516878961127391,320.13331579178174,109.63469718896636,9501.250000000002,19619.58253389577,76580.0,0.0,109368.0,109368.0,0.0,109368.0,109368.0,228030.0,10364.999999999998,20322.57583036541,76677.0,0.0,0,0,0,0,64,704,8.77077577511731,100.86392141384906,0.0,37.0,2.807692307692308,9.919754959752709,98.40153846153848,0,1,0,0,0,0,0,0,11.0,2.92,0.0,3.1739130434782608,0,0,0,0,0,0,2,0,23,73,-1,0,0,0,0,0,0,0,0,0,0,0,Benign
192.168.1.223-192.168.1.233-22-54900-6,192.168.1.233,54900,192.168.1.223,22,6,01/08/2025 02:01:00 PM,342579,1,37,0.0,37.0,0.0,0.0,0.0,0.0,37.0,0.0,1.0000000000000002,6.082762530298221,108.0042851429889,110.9233198765832,9258.891891891892,17247.710412921126,60223.0,0.0,0.0,0.0,0.0,0.0,0.0,342579.0,9516.083333333336,17424.70752101329,60223.0,0.0,0,0,0,0,32,1008,2.919034733594295,108.0042851429889,0.0,37.0,0.948717948717949,5.924741690788225,35.10256410256411,0,1,0,0,0,0,0,0,37.0,0.9736842105263158,0.0,1.0,0,0,0,0,0,0,1,0,37,37,-1,0,0,0,0,0,0,0,0,0,0,0,Benign
192.168.1.223-192.168.1.233-22-52576-6,192.168.1.233,52576,192.168.1.223,22,6,01/08/2025 02:01:53 PM,224986,2,36,0.0,71.0,0.0,0.0,0.0,0.0,37.0,0.0,1.9722222222222223,8.254820621434696,315.57519134523926,168.89939818477595,6080.702702702702,14573.339613571505,55851.0,0.0,102961.0,102961.0,0.0,102961.0,102961.0,224986.0,6428.17142857143,14930.162009060943,55951.0,0.0,0,0,0,0,64,940,8.88944200972505,160.0099561750509,0.0,37.0,1.8205128205128205,7.940143823673522,63.04588394062078,0,1,0,0,0,0,0,0,18.0,1.868421052631579,0.0,1.9722222222222223,0,0,0,0,0,0,2,0,36,71,-1,0,0,0,0,0,0,0,0,0,0,0,Benign
192.168.1.223-192.168.1.233-22-59970-6,192.168.1.233,59970,192.168.1.223,22,6,01/08/2025 02:02:04 PM,237748,2,42,0.0,37.0,0.0,0.0,0.0,0.0,37.0,0.0,0.8809523809523812,5.7092239485974,155.62696636775073,185.06990595083872,5529.023255813956,13455.603855587227,62485.0,0.0,114318.0,114318.0,0.0,114318.0,114318.0,237748.0,5798.731707317074,13746.23334412811,62621.0,0.0,0,0,0,0,64,1060,8.412268452310851,176.65763749852786,0.0,37.0,0.8222222222222224,5.515634344499481,30.42222222222222,0,1,0,0,0,0,0,0,21.0,0.8409090909090909,0.0,0.8809523809523809,0,0,0,0,0,0,2,0,42,37,-1,0,0,0,0,0,0,0,0,0,0,0,Benign
192.168.1.223-192.168.1.233-22-38590-6,192.168.1.233,38590,192.168.1.223,22,6,01/08/2025 02:00:52 PM,328214,1,28,0.0,37.0,0.0,0.0,0.0,0.0,37.0,0.0,1.3214285714285716,6.992342750670704,112.73132773129726,88.35698660020596,11721.92857142857,15956.42699940377,48568.0,0.0,0.0,0.0,0.0,0.0,0.0,328214.0,12156.074074074077,16096.884466652657,48568.0,0.0,0,0,0,0,32,792,3.0467926413864124,85.31019395881955,0.0,37.0,1.2333333333333334,6.755244875897049,45.63333333333334,0,1,0,0,0,0,0,0,28.0,1.2758620689655171,0.0,1.3214285714285714,0,0,0,0,0,0,1,0,28,37,-1,0,0,0,0,0,0,0,0,0,0,0,Benign
