Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.1.223-192.168.1.233-22-38432-6,192.168.1.233,38432,192.168.1.223,22,6,01/08/2025 01:13:58 PM,103149,28,1,68056.0,9.0,2896.0,1448.0,2430.5714285714284,688.6613653970115,9.0,9.0,9.0,0.0,659870.6725222736,281.1466907095561,3683.892857142857,10696.256327918649,45521.0,10.0,102650.0,3801.8518518518513,10881.438068506684,45521.0,10.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,896,32,271.45197723681275,9.694713472743311,9.0,2896.0,2269.133333333333,904.9865586097771,819000.6712643676,0,0,0,1,1,0,0,0,0.0,2347.3793103448274,2430.5714285714284,9.0,0,0,0,0,0,0,28,68056,1,9,-1,502,28,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-38536-6,192.168.1.233,38536,192.168.1.223,22,6,01/08/2025 01:13:58 PM,117575,32,1,79112.0,9.0,2896.0,1448.0,2472.25,657.5386656115317,9.0,9.0,9.0,0.0,672940.6761641506,280.67191154582184,3674.218750000002,14001.692673559097,62863.0,10.0,117254.0,3782.387096774193,14219.5435245004,62863.0,10.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1024,32,272.1667021050393,8.50520944078248,9.0,2896.0,2327.3529411764703,867.3267142395139,752255.6292335113,0,0,0,1,1,0,0,0,0.0,2397.878787878788,2472.25,9.0,0,0,0,0,0,0,32,79112,1,9,-1,502,32,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-38562-6,192.168.1.233,38562,192.168.1.223,22,6,01/08/2025 01:13:58 PM,153758,33,1,80304.0,9.0,2896.0,1448.0,2433.454545454545,673.6422033853121,9.0,9.0,9.0,0.0,522333.7972658333,221.12670560231007,4659.333333333333,11068.18462324182,42469.0,8.0,153481.0,4796.28125,11216.844692418214,42469.0,8.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1056,32,214.62297896694804,6.503726635362062,9.0,2896.0,2294.914285714285,867.8166101818764,753105.6689075629,0,0,0,1,1,0,0,0,0.0,2362.4117647058824,2433.454545454545,9.0,0,0,0,0,0,0,33,80304,1,9,-1,502,33,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-38606-6,192.168.1.233,38606,192.168.1.223,22,6,01/08/2025 01:13:58 PM,199211,36,1,89144.0,9.0,2896.0,1448.0,2476.222222222222,655.1506309287577,9.0,9.0,9.0,0.0,447530.507853482,185.73271556289563,5533.638888888888,12652.199558411694,46084.0,7.0,198959.0,5684.542857142857,12804.00057965078,46084.0,7.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1152,32,180.71291243957413,5.019803123321504,9.0,2896.0,2346.368421052631,847.1956416271473,717740.4551920339,0,0,0,1,1,0,0,0,0.0,2409.783783783784,2476.222222222222,9.0,0,0,0,0,0,0,36,89144,1,9,-1,502,36,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-38536-6,192.168.1.233,38536,192.168.1.223,22,6,01/08/2025 01:15:01 PM,340035,10,1,14480.0,9.0,1448.0,1448.0,1448.0,0.0,9.0,9.0,9.0,0.0,42610.319525931154,32.349611069448734,34003.5,106294.87721454668,336524.0,348.0,339622.0,37735.77777777778,112045.59202148224,336524.0,348.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,320,32,29.408737335862487,2.9408737335862485,9.0,1448.0,1208.1666666666667,560.1299903242158,313745.606060606,0,0,0,1,1,0,0,0,0.0,1318.0,1448.0,9.0,0,0,0,0,0,0,10,14480,1,9,-1,502,10,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-38574-6,192.168.1.233,38574,192.168.1.223,22,6,01/08/2025 01:15:01 PM,568003,10,1,14480.0,9.0,1448.0,1448.0,1448.0,0.0,9.0,9.0,9.0,0.0,25508.66808802066,19.366094897386105,56800.3,178335.51400788222,564352.0,267.0,567465.0,63051.66666666666,187987.64498631287,564352.0,267.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,320,32,17.60554081580555,1.760554081580555,9.0,1448.0,1208.1666666666667,560.1299903242158,313745.606060606,0,0,0,1,1,0,0,0,0.0,1318.0,1448.0,9.0,0,0,0,0,0,0,10,14480,1,9,-1,502,10,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-38586-6,192.168.1.233,38586,192.168.1.223,22,6,01/08/2025 01:15:01 PM,564689,10,1,14480.0,9.0,1448.0,1448.0,1448.0,0.0,9.0,9.0,9.0,0.0,25658.371245057013,19.47974902999704,56468.9,177750.97743531852,562357.0,172.0,564236.0,62692.88888888889,187374.04650220668,562357.0,172.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,320,32,17.708862754542768,1.770886275454277,9.0,1448.0,1208.1666666666667,560.1299903242158,313745.606060606,0,0,0,1,1,0,0,0,0.0,1318.0,1448.0,9.0,0,0,0,0,0,0,10,14480,1,9,-1,502,10,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-38562-6,192.168.1.233,38562,192.168.1.223,22,6,01/08/2025 01:15:01 PM,561158,10,1,14480.0,9.0,1448.0,1448.0,1448.0,0.0,9.0,9.0,9.0,0.0,25819.822581162523,19.602322340588568,56115.8,176450.24915747024,558302.0,270.0,560740.0,62304.444444444445,185999.0843540037,558302.0,270.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,320,32,17.820293036898697,1.7820293036898698,9.0,1448.0,1208.1666666666667,560.1299903242158,313745.606060606,0,0,0,1,1,0,0,0,0.0,1318.0,1448.0,9.0,0,0,0,0,0,0,10,14480,1,9,-1,502,10,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-38552-6,192.168.1.233,38552,192.168.1.223,22,6,01/08/2025 01:15:01 PM,560619,10,1,14480.0,9.0,1448.0,1448.0,1448.0,0.0,9.0,9.0,9.0,0.0,25844.646720856766,19.62116874383494,56061.9,176253.45394090863,557688.0,254.0,560218.0,62246.444444444445,185790.59016007185,557688.0,254.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,320,32,17.837426130759038,1.7837426130759038,9.0,1448.0,1208.1666666666667,560.1299903242158,313745.606060606,0,0,0,1,1,0,0,0,0.0,1318.0,1448.0,9.0,0,0,0,0,0,0,10,14480,1,9,-1,502,10,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-38684-6,192.168.1.233,38684,192.168.1.223,22,6,01/08/2025 01:13:58 PM,187159,34,1,84200.0,9.0,2896.0,1448.0,2476.470588235294,660.6698270095703,9.0,9.0,9.0,0.0,449932.9447154559,187.00676964506115,5504.676470588234,12808.573169941008,59204.0,7.0,186965.0,5665.606060606062,12972.214428682257,59204.0,7.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1088,32,181.66371908377369,5.343050561287462,9.0,2896.0,2339.3888888888887,860.3043407598026,740123.5587301585,0,0,0,1,1,0,0,0,0.0,2406.228571428572,2476.470588235294,9.0,0,0,0,0,0,0,34,84200,1,9,-1,502,34,0,0,0,0,0,0,0,0,0,DDoS
